id,year,title,presenters,description,talk_dt,location
94,2017,Writing a C Python extension in 2017,Jean-Baptiste Aviat,"This talk describes the build of a C Python extension, with prebuilt binaries, in 2017, where modern packaging standards, as well as Docker, have been a game changer in the Python extensions world. Most examples come from our experience building PyMiniRacer, an embedded Python / JavaScript bridge used in production across hundreds of companies.  We will describe the different aspects of building a binary extension, including:   using the modern manylinux wheel type in order to ship a built binary, usable in most Linux distributions; the choices offered to developers when building an extension: the Python public C API, cffi, ...; testing of a binary module across various platforms; troubleshooting & debugging an extension: the basics you need to tackle most common issues.",2017-05-08 16:30:00,Portland Ballroom 251 & 258
95,2017,"Yes, It's Time to Learn Regular Expressions",Al Sweigart,"Regular expressions have a reputation as opaque and inscrutable. However, the basic concepts behind ""regex"" and text pattern recognition are simple to grasp. This talk is for any programmer who isn't familiar with Python's re module and its best practices. Stop putting it off, it's time to learn regular expressions!",2017-05-08 16:30:00,Oregon Ballroom 203–204
96,2018,A Bit about Bytes: Understanding Python Bytecode,James Bennett,"At some point every Python programmer sees Python bytecode files -- they're those '.pyc' files Python likes to leave behind after it runs. But have you ever wondered what's really going on in those files? Well, wonder no more! In this talk you'll learn what Python bytecode is and how it's used to execute your code, as well as how to decipher and read it, and how to reason about bytecode to understand the performance of your Python code.",2018-03-28 17:10:00,Grand Ballroom B
97,2018,Adapting from Spark to Dask: what to expect,Irina Truong,"Until very recently, Apache Spark has been a de facto standard choice of a framework for batch data processing. For Python developers, diving into Spark is challenging, because it requires learning the Java infrastructure, memory management, configuration management. The multiple layers of indirection also make it harder to debug things, especially when throwing the Pyspark wrapper into the equation.  With Dask emerging as a pure Python framework for parallel computing, Python developers might be looking at it with new hope, wondering if it might work for them in place of Spark. In this talk, I’m using a data aggregation example to highlight the important differences between the two frameworks, and make it clear how involved the switch may be.  Note: Just in case it's unclear, there's no Java of any kind in this talk. All the code / examples use Python (PySpark).",2018-03-29 14:35:00,Grand Ballroom A
98,2018,All in the timing: How side channel attacks work,"Philip James, Asheesh Laroia","In this talk, you’ll learn about a category of security issue known as side channel attacks. You’ll be amused to see how features like automatic data compression, short-circuit execution, and deterministic hashing can be abused to bypass security systems. No security background knowledge is required. The talk assumes at least intermediate Python experience.  We’ll take a tour of real side channel vulnerabilities in open source Python codebases, including the patches that fixed them. It also offers practical advice for avoiding these issues. My goal is to demystify this topic, even if you aren’t writing security-critical software.",2018-03-29 17:10:00,Grand Ballroom B
99,2018,Analyzing Data: What pandas and SQL Taught Me About Taking an Average,Alex Petralia,"“So tell me,” my manager said, “what is an average?”  There’s probably nothing worse than that sinking feeling when you finish an analysis, email it to your manager or client to review, and they point out a mistake so basic you can’t even fathom how you missed it.   This talk is about mine: how to take an average.  Averages are something we use everywhere - it’s a simple np.mean() in pandas or AVG() in SQL. But recently I’ve come to appreciate just how easy it is to calculate this statistic incorrectly. We learn once - in middle school no less - how to take an average, and never revisit it. Then, when we are faced with multidimensional datasets (ie. pretty much every dataset out there), we never reconsider whether we should be taking an average the same way.  In this talk, we follow my arduous and humbling journey of learning how to properly take an average with multidimensional data. We will cover how improperly calculating it can produce grossly incorrect figures, which can slip into publications, research analyses and management reports.",2018-03-29 15:15:00,Global Center Ballroom AB
100,2018,A practical guide to Singular Value Decomposition in Python,Daniel Pyrathon,"Recommender systems have become increasingly popular in recent years, and are used by some of the largest websites in the world to predict the likelihood of a user taking an action on an item. In the world of Netflix, this means recommending similar movies to the ones you have seen. In the world of dating, this means suggesting matches similar to people you already showed interest in!  My path to recommenders has been an unusual one: from a Software Engineer to working on matching algorithms at a dating company, with a little background on machine learning. With my knowledge of Python and the use of basic SVD (Singular Value Decomposition) frameworks, I was able to understand SVDs from a practical standpoint of what you can do with them, instead of focusing on the science.  In my talk, you will learn 2 practical ways of generating recommendations using SVDs: matrix factorization and item similarity. We will be learning the high-level components of SVD the ""doer way"": we will be implementing a simple movie recommendation engine with the help of Jupiter notebooks, the MovieLens database, and the Surprise recommendation package.",2018-03-29 13:50:00,Room 26A/B/C
101,2018,Augmenting Human Decision Making with Data Science,Kelsey Pedersen,"Do we even need humans? Humans and data science are flawed on their own. Humans lack the ability to process large volumes of information. Machines lack intuition, empathy, and nuance. You'll learn how to guide users of expert-use systems by applying data science to their user experience. This allows us to take advantage of the human-touch while leveraging our large datasets. What is the relationship between human decisions and algorithms? Are we thinking about data science all wrong? In this talk, you'll learn the ways we balance human decisions and data science throughout our applications, the challenges we have faced along the way and the future of the relationship between humans and data.",2018-03-29 11:30:00,Grand Ballroom A
102,2018,Automating Code Quality,Kyle Knapp,"Writing quality Python code can be both tough and tedious. On top of the general design, there are many code quality aspects that you need to watch out for when writing and reviewing code such as adherence to PEP8, docstring quality, test quality, etc. Furthermore, everyone is human. If you are catching these code quality issues by hand, there is a good chance that at some point you will miss an easy opportunity to improve code quality. If the quality check can be done by a machine, then why would you even try to catch the code quality issue by hand? In the end, the machine will be able to perform the quality check with much more speed, accuracy, and consistency than a person.  This talk will dive into how existing open source projects offload and automate many of these code quality checks resulting in:   A higher quality and a more consistent codebase Maintainers being able to focus more on the higher level design and interfaces of a project. An improved contribution process and higher quality pull requests from external contributors   By diving into how these open source projects automate code quality checks, you will learn about:   The available tooling related to checking code quality such as flake8, pylint, coverage, etc. How to automate code quality checks for both a development and team  setting. First-hand accounts of the benefits and lessons learned from automating code quality checks in real-life open source projects.",2018-03-29 14:30:00,Grand Ballroom A
103,2018,Bayesian Non-parametric Models for Data Science using PyMC3,Christopher Fonnesbeck,"Nowadays, there are many ways of building data science models using Python, including statistical and machine learning methods. I will introduce probabilistic models, which use Bayesian statistical methods to quantify all aspects of uncertainty relevant to your problem, and provide inferences in simple, interpretable terms using probabilities.  A particularly flexible form of probabilistic models uses Bayesian non-parametric methods, which allow models to vary in complexity depending on how much data are available. In doing so, they avoid the over-fitting that is common in machine learning and statistical modeling. I will demonstrate the basics of Bayesian non-parametric modeling in Python, using the PyMC3 package. Specifically, I will introduce two common types, Gaussian processes and Dirichlet processes, and show how they can be applied easily to real-world problems using two examples.",2018-03-29 13:40:00,Global Center Ballroom AB
104,2018,Behavior-Driven Python,Andrew Knight,"Behavior-Driven Development (BDD) is gaining popularity as an improved way to collaborate over product features and tests. In Python, behave is one of the leading BDD test frameworks. Using behave, teams write Gherkin behavior scenarios (e.g., tests) in plain language, and then programmers write Python code to automate the steps. BDD testing is great because tests are self-documenting and steps abide by the DRY principle. An example test could be:     Given the DuckDuckGo home page is displayed   When the user searches the phrase ""Python""   Then search results for ""Python"" are shown   This talk will teach how to use behave to develop well-designed test scenarios and a robust automation framework. It will focus on the layers of the behave framework: feature files, step definitions, support classes, and config files. A full example project will be hosted on GitHub for audience members to reference after the talk.",2018-03-29 12:10:00,Grand Ballroom A
105,2018,Beyond scraping: how to use machine learning when you're not sure where to start,Julie Lavoie,"Scraping one web site for information is easy, scraping 10000 different sites is hard. Beyond page-specific scraping, how do you build a program than can extract the publication date of (almost) any news article online, no matter the web site?  We’ll cover when to use machine learning vs. humans or heuristics for data extraction, the different steps of how to phrase the problem in terms of machine learning, including feature selection on HTML documents, and issues that arise when turning research into production code.",2018-03-29 14:35:00,Grand Ballroom B
106,2018,Beyond Unit Tests: Taking Your Testing to the Next Level,Hillel Wayne,"You've used pytest and you've used mypy, but bugs are still slipping through your code. What's next? In this talk, we cover two simple but powerful tools for keeping your code problem-free. Property-based testing, provided by the Hypothesis library, lets you run hundreds of tests from a single template. Contracts, via dpcontracts, make your program test itself. You'll learn how and why to use these tools and how to combine them with the rest of your testing suite.",2018-03-29 12:10:00,Room 26A/B/C
107,2018,Big-O: How Code Slows as Data Grows,Ned Batchelder,"Big-O is a computer science technique for analyzing how code performs as data gets larger.  It's a very handy tool for the working programmer, but it's often shrouded in off-putting mathematics.  In this talk, I'll teach you what you need to know about Big-O, and how to use it to keep your programs running well.  Big-O helps you choose the data structures and algorithms that will let your code work efficiently even on large data sets.  You can understand Big-O even if you aren't a theoretical computer science math nerd. Big-O isn't as mystical as it appears. It's wrapped in mathematical trappings, but doesn't have to be more than a common-sense assessment of how your code will behave.",2018-03-29 14:30:00,Grand Ballroom C
108,2018,Birding with Python and Machine Learning,Kirk Kaiser,"In the past few years, the power of computer vision has exploded. In this talk, we'll apply a deep learning model to a bird feeder. We'll use that model to detect, identify, and record birds that come to a smart bird feeder.  Along the way, we'll learn about different platforms to deploy deep learning cameras on, from the lowly Raspberry PI all the way up to the powerful NVIDIA Jetson embedded computer with a built in GPU.",2018-03-29 14:35:00,Grand Ballroom C
109,2018,Bowerbirds of Technology: Architecture and Teams at Less-than-Google Scale,Sam Kitajima-Kimbrel,"Facebook, Google, Uber, LinkedIn, and friends are the rarefied heights of software engineering. They encounter and solve problems at scales shared by few others, and as a result, their priorities in production engineering and architecture are just a bit different from the rest of us down here in the other 99% of services. Through deconstructing a few blog posts from these giants, we’ll evaluate just what is it that they’re thinking about when they build systems and whether any of their choices are relevant to those of us operating at high scale yet still something less than millions of requests per second.  This talk will go into depth on how to make technological decisions to meet your customers’ requirements without requiring a small army of engineers to answer 2 AM pages, and how to set realistic goals for your team around operations, uptime, communications, and disaster recovery.  With these guidelines in mind, you should be better equipped to say no (or yes!) the next time your team’s software hipster proposes moving everything to the Next Big Thing.",2018-03-29 17:10:00,Global Center Ballroom AB
110,2018,Building a cross-platform native app with BeeWare,Russell Keith-Magee,"Have you ever wanted to write a GUI application you can run on your laptop? What about an app that you can run on your phone? Historically, these have been difficult to achieve with Python, and impossible to achieve without learning a different API for each platform. But no more.  BeeWare is a collection of tools and libraries that allows you to build cross-platform native GUI applications in pure Python, targeting desktop, mobile and web platforms. In this talk, you'll be introduced to the BeeWare suite of tools and libraries, and see how you can use them to develop, from scratch, a GUI ChatBot application that can be deployed as a standalone desktop application, a mobile phone application, and a single page webapp - without making any changes to the application's codebase.",2018-03-29 14:35:00,Grand Ballroom C
111,2018,Building a Data Pipeline with Testing in Mind,Jiaqi Liu,"It’s one thing to build a robust data pipeline process in python but a whole other challenge to find tooling and build out the framework that allows for testing a data process. In order to truly iterate and develop a codebase, one has to be able to confidently test during the development process and monitor the production system.   In this talk, I hope to address the key components for building out end to end testing for data pipelines by borrowing concepts from how we test python web services. Just like how we want to check for healthy status codes from our API responses, we want to be able to check that a pipeline is working as expected given the correct inputs. We’ll talk about key features that allows a data pipeline to be easily testable and how to identify timeseries metrics that can be used to monitor the health of a data pipeline.",2018-03-29 16:30:00,Room 26A/B/C
112,2018,Build Teams as an Engineer,Joyce Jang,"We build product and software as teams. And as anyone who as worked on a team knows, there’s often a lot more that goes into working together to build that product than actually just building the product itself. A highly functional team is not as elusive it may seem. Software engineering is a skill we’ve developed, but even more importantly software engineering on teams is another skill we’ve been practicing and improving on as an industry. Software engineering principles and best practices may seem to have very little to do with teamwork, but being able to thoughtfully apply some of what we’ve learned as engineers towards teamwork, we can help move towards creating such success with our teams.",2018-03-29 10:50:00,Grand Ballroom C
113,2018,By the Numbers: Python Community Trends in 2017/2018,"Dmitry Filippov, Ewa Jodlowska","Want to know about the latest trends in the Python community and see the the big picture of how things have changed over the last few years? Interested in the results of the latest official Python Developers Survey 2017 which was supported by the Python Software Foundation and gathered responses from more than 10.000 Python developers? Come learn about the most popular types of Python development, trending frameworks, libraries and tools, additional languages being used by Python developers, Python versions usage statistics and many other insights from the world of Python. All derived from the actual data and professional research such as the Python Developers Survey 2017 which collected responses from over 10.000 Python developers, organized in partnership between the Python Software Foundation and JetBrains, the Python Developers Survey 2016, 3rd party surveys and supplementary analytical research.",2018-03-29 13:55:00,Room 26A/B/C
114,2018,Clearer Code at Scale: Static Types at Zulip and Dropbox,Greg Price,"Python now offers static types! Companies like Dropbox and Facebook, and open-source projects like Zulip, use static types (with PEP 484 and mypy) to make Python more productive and fun to work with — in existing codebases from 40k lines to 4 million, in Python 2 and 3, and while preserving the conciseness and flexibility that make Python a great language in the first place. I’ll describe how.  Reading and understanding code is a huge part of what we do as software developers. If we make it easier to understand our codebases, we make everyone more productive, help each other write fewer bugs, and lower barriers for new contributors. That's why Python now features optional static types, and why Dropbox, Facebook, and Zulip use them on part or all of their Python code.  In this talk, I’ll share lessons from Zulip’s and Dropbox’s experience — having led the mypy team at Dropbox and working now on the Zulip core team — for how you can start using static types in your own codebases, large or small. We’ll discuss how to make it a seamless part of your project’s tooling; what order to approach things in; and powerful new tools that make it even easier today to add static types to your Python codebase than ever before.",2018-03-29 13:50:00,Grand Ballroom B
115,2018,"Code like an accountant: Designing data systems for accuracy, resilience and auditability",Sophie Rapoport,"As engineers, we care a lot about the reliability of our applications. When a website falls over, pagers go off, and engineers burst into action to bring a site back to life.  Postmortems are written, and teams develop strategies to prevent similar failures in the future.  But what about the reliability of our data? Would you trust financial reports built on your data?   If not, what can you do to improve data health? If you would trust these reports, how can you prove to customers, investors, and auditors alike that they should too?  In this talk, you’ll learn to apply strategies from the world of dev-ops to data. You’ll learn about questions auditors ask that can help you pinpoint data problems. You’ll also learn some accounting-specific tools for accurate and timely record keeping that I’ve found fascinating and helpful!",2018-03-29 11:30:00,Global Center Ballroom AB
116,2018,Code Reviews Using Art Critique Principles,Stacy Morse,"Code reviews don't have to be a time consuming, morale zapping, arduous tasks. Not only can they catch bugs and errors but they can contribute in positive ways to the individual developer, the team, management and company as a whole.    Art critiques have existed in academia for hundreds of years. The methodology of the critique has evolved to be time sensitive and productive, while keeping the enthusiasm of the student artist intact.    The purpose of the art critique is to get peers and mentors to look at the work and raise any problems they may see. It's also time where people with more experience could contribute their knowledge in a helpful way. This process is about producing the best work, quickly and in a productive and constructive way.   These methods can be applied to code review.",2018-03-29 10:50:00,Grand Ballroom A
117,2018,Coding through Adversity,Chris Schuhmacher,"In 2017, I was released from prison after serving 17 years. One of the most transformational experiences I had while incarcerated was learning to code, through a pioneering new program called Code.7370 — the first coding curriculum in a United States prison.  In this talk, I’d like to share my experiences learning to code in prison and getting a software engineering job after my release, with the goals of:  Inspiring new programmers to stick with it and be confident in their abilities  Inspiring educators to think about how to support new coders in a broad range of learning environments (there’s no internet in prison!)  Inspiring everyone to think about the potential for rehabilitation in prison in a new way",2018-03-29 10:50:00,Grand Ballroom B
118,2018,Colossal Cave Adventure in Python... in the browser!,Christopher Swenson,"Colossal Cave, also known as Adventure or ADVENT, is the original text adventure. It was written in FORTRAN IV and there is practically no way to run the original program without translating it. We'll explore software archeology to write a Python interpreter to run the FORTRAN code as-is, without translating it. Come learn about pre-ASCII and 36-bit integers and writing interpreters in Python!  And, we'll show how to use BeeWare's Batavia Python interpreter (in JavaScript) to execute the program. FORTRAN IV in Python in JavaScript in your browser!",2018-03-29 12:10:00,Grand Ballroom B
119,2018,Controlling apples with snakes: Automating mobile apps with Appium,Nir Arad,"Testing mobile applications is hard. Testing manually is nearly impossible. That’s where automated testing shines. Just sit back and watch the machine go! Python is a very powerful language for writing automated tests, but since Python is not installed on mobile platforms, we need to find a way to remotely control and monitor the device. But how do we automate a device remotely? The answer is Appium.  In this talk I will go over the process of deploying and testing iOS (or Android) applications, and how to work with Appium to easily generate Python 3 code for testing your application.",2018-03-29 15:15:00,Grand Ballroom A
120,2018,"Counter, Gauge, Upper 90 - Oh my!",Amit Saha,"Setting up application monitoring is often an afterthought, and in the speaker's opinion can be a bit overwhelming to get started with. What is a metric? What is a gauge? What is a counter? What's that upper 90 metric you have up on your dashboard? And what all metrics should I monitor?  This talk aims to get you started on the monitoring journey in Python. In addition to clearing up some of the jargon, we will look at statsd and prometheus monitoring systems and how to integrate our applications with these.  Without the numbers, we are really flying blind!",2018-03-29 11:30:00,Grand Ballroom B
121,2018,CuPy: A NumPy-compatible Library for GPU,Shohei Hido,"Website | Docs | Install Guide | Tutorial | Examples (Official) | Forum  CuPy is an open-source library with NumPy syntax that increases speed by doing matrix operations on NVIDIA GPUs. It is accelerated with the CUDA platform from NVIDIA and also uses CUDA-related libraries, including cuBLAS, cuDNN, cuRAND, cuSOLVER, cuSPARSE, and NCCL, to make full use of the GPU architecture. CuPy's interface is highly compatible with NumPy; in most cases it can be used as a drop-in replacement. CuPy supports various methods, data types, indexing, broadcasting, and more.",2018-03-29 14:35:00,Global Center Ballroom AB
122,2018,Dataclasses:  The code generator to end all code generators,Raymond Hettinger,"The PEP 557 dataclasses module is available in starting in Python 3.7.   It will become an essential part of every Python programmer's toolkit.  This talk shows what problem the module solves, explains its key design decisions, and provides practical examples of how to put it to work.  Dataclasses are shown to be the next step in a progression of data aggregation tools: tuple, dict, simple class, bunch recipe, named tuples, records, attrs, and then dataclasses. Each builds upon the one that came before, adding expressiveness at the expense of complexity.  Dataclasses are unique in that they let you selectively turn-on or turn-off its various capabilities and it lets the user choose the underlying data store (either instance dictionary, instance slots, or an inherited base class).  Dataclasses and typing.NamedTuple both use variable annotations which were new in Python 3.6.",2018-03-29 15:15:00,Grand Ballroom C
123,2018,Data Visualization in Mixed Reality with Python,Anna Nicanorova,"Data Visualization charts are supposed to be our map to information. However, when making charts, customarily we are just re-sizing lines and circles based on metrics instead of creating data-driven version of reality.  The contemporary charting techniques have a few shortcomings (especially when dealing with high-dimensional dataset):    Context Reduction: in order to fit a high-dimensional dataset into a chart one needs to filter/ aggregate/ flatten data which results in reduction of full context of information.  Without context most of the charts show only a part of the story, that can potentially lead to data misinterpretation/misunderstanding.  Numeric Thinking: naturally humans have hard time perceiving big numbers. While data visualization is suppose to help us to conceptualize large volumes,  unless the dataset is carefully prepared, 2D charts rarely give us the intuitive grasp of magnitude.  Perceptual de-humanization: when examining charts it is easy to forget that we are dealing with activity in real world instead of lines/bars.    Augmented/Mixed Reality can potentially solve all of the issues listed above by presenting an intuitive and interactive environment for data exploration. Three dimensional space provides conditions to create complex data stories with more “realistic assets” (beyond lines and bars). The talk would present the architecture required to create MR data visualization story with Python (70% of architecture), starting with drawing 3D assets in a data-driven way and finishing with deployment on MR devices.",2018-03-29 10:50:00,Grand Ballroom B
124,2018,Debugging PySpark -- Or trying to make sense of a JVM stack trace when you were minding your own bus,Holden Karau,"Apache Spark is one of the most popular big data projects, offering greatly improved performance over traditional MapReduce models. Much of Apache Spark’s power comes from lazy evaluation along with intelligent pipelining, which can make debugging more challenging. This talk will examine how to debug Apache Spark applications, the different options for logging in PySpark, as well as some common errors and how to detect them.  Spark’s own internal logging can often be quite verbose, and this talk will examine how to effectively search logs from Apache Spark to spot common problems. In addition to the internal logging, this talk will look at options for logging from within our program itself.  Spark’s accumulators have gotten a bad rap because of how they interact in the event of cache misses or partial recomputes, but this talk will look at how to effectively use Spark’s current accumulators for debugging as well as a look to future for data property type accumulators which may be coming to Spark in future version.  In addition to reading logs, and instrumenting our program with accumulators, Spark’s UI can be of great help for quickly detecting certain types of problems.  Debuggers are a wonderful tool, however when you have 100 computers the “wonder” can be a bit more like “pain”. This talk will look at how to connect remote debuggers, but also remind you that it’s probably not the easiest path forward.",2018-03-29 15:15:00,Grand Ballroom A
125,2018,Democratizing Distributed Computing with Dask and JupyterHub,Matthew Rocklin,"We use JupyterHub, XArray, Dask, and Kubernetes to build a cloud-based system to enable scientists to analyze and manage large datasets.  We use this in practice to serve a broad community of atmospheric and climate scientists.  Atmospheric and climate scientists analyze large volumes of observational and simulated data to better understand our planet.  They have historically used tools like NumPy and SciPy along with Jupyter notebooks to combine efficient computation with accessibility.  However, as datasets increase in size and collaboration extends to new populations of scientists these tools begin to feel their age.  In this talk we use more recent libraries to build a modern deployment for academic scientists.  In particular we use the following tools:   Dask: to parallelize and scale NumPy computations XArray: as a self-discribing data model and tool kit for labeled and index arrays JupyterLab: to enable more APIs for users beyond the classic notebook JupyterHub: to manage users and maintain environments for a new population of cloud-friendly users Kubernetes: to manage everything and deploy easily on cloud hardware   This talk will focus less on how these libraries work and will instead be a case study of using them together in an operational setting.  During the talk we will build up and deploy a running system that the audience can then use to access distributed computing resources.",2018-03-29 10:50:00,Room 26A/B/C
126,2018,Demystifying the Patch Function,Lisa Roach,"One of the most challenging and important thing fors for Python developers learn is the unittest mock library. The patch function is in particular confusing- there are many different ways to use it. Should I use a context manager? Decorator? When would I use it manually? Improperly used patch functions can make unit tests useless, all the while making them look as if they are correctly testing code.Let’s learn how to wield patch with confidence!",2018-03-29 12:10:00,Grand Ballroom B
127,2018,Don't Look Back in Anger: Wildman Whitehouse and the Great Failure of 1858,Lilly Ryan,"In the 1850s, Edward Orange Wildman Whitehouse was appointed the lead engineer of the first attempt to build a trans-Atlantic telegraph cable. With the entire population of two continents waiting for his go-live, their handlebar moustaches aquiver, he demonstrated in fine form just how spectacularly a big project can be a bigger disaster.  This is a tale of long-winded rants, spectacular sideburns, and gentlemen scientists behaving badly. It is also a lesson about the importance of honest reflection in technical teamwork. Lilly outlines some of the mistakes made during one of the biggest tech delivery projects in history, and how a constructive view of failure helped to turn it all around. Through the public meltdowns of Wildman Whitehouse you will learn the importance of feedback, how to handle complex tasks gracefully, and the best way to recover from having your pipeline eaten by a whale.",2018-03-29 13:55:00,Grand Ballroom C
128,2018,DragonPaint – Bootstrapping Small Data to Color Cartoons,Gretchen Greene,"The creation of sufficient quantities of labeled training data is one of the biggest challenges for machine learning applications, especially when the data itself must be created, not just labeled. DragonPaint presents a generalizable strategy for minimizing the manual creation of data using rule based algorithms to automate the creation of a restricted subset of data and then bootstrapping to the automated creation of unrestricted (rule breaking) training and test data. A gentle introduction to computer vision, graphics and machine learning, we use Python and geometry to build an image data set for a TensorFlow model.",2018-03-29 11:30:00,Grand Ballroom B
129,2018,Easy 2D Game Creation With Arcade,Paul Vincent Craven,"Want to have fun with Python? Do something visual? Get started today? Learn how to draw, animate, and use sprites for games with the Python Arcade library.  ""Arcade"" is an easy-to-use Python library for creating 2D arcade games. We'll show you how to get started creating your own game, and find plenty of example code to get an idea of what you can do with this library. If you are familiar with PyGame, Arcade is easier, more powerful, and uses recent Python features like type hinting and decorators.  This talk is great for beginners, educators, and people who want to create their own arcade games.",2018-03-29 14:35:00,Room 26A/B/C
130,2018,Efficient shared memory data structures,Claudio Freire,"Multithreading makes shared memory easy, but true parallelism next to impossible. Multiprocessing gives us true parallelism, but it makes sharing memory very difficult, and high overhead. In this talk, we'll explore techniques to share memory between processes efficiently, with a focus on sharing read-only massive data structures.",2018-03-29 13:10:00,Grand Ballroom B
131,2018,Effortless Logging: A deep dive into the logging module,Mario Corchero,"Logs are our best friend, especially on those late nights when we try to troubleshoot a problem in production that was written by a co-worker who is on vacation. Logs are the main way to know what is happening with an application at runtime, but we don’t realize how important they are until we actually need them. Unfortunately, they are usually an under-estimated part of the development process.  This talk aims to transmit the need for the logging module, briefly explains how to use it and how it is built, and dives into all the complexity that is hidden to us. This will help attendees not just understand all the magic that allows us to inspect our applications at runtime, but also to avoid mistakes and adapt the module to our needs for more esoteric scenarios.  The talk is structured to simplify the understanding of the logging module. Many people have read the documentation, but still struggle to fully understand what is happening under the hood. This talk aims to eliminate that barrier by presenting it in an easier-to-digest manner.",2018-03-29 13:10:00,Room 26A/B/C
132,2018,Elegant Solutions For Everyday Python Problems,Nina Zakharenko,"Are you an intermediate python developer looking to level up? Luckily, python provides us with a unique set of tools to make our code more elegant and readable by providing language features that make your code more intuitive and cut down on repetition. In this talk, I’ll share practical pythonic solutions for supercharging your code.   Specifically, I'll cover:   What magic methods are, and show you how to use them in your own code. When and how to use partial methods. An explanation of ContextManagers and Decorators, as well as multiple techniques for implementing them. How to effectively use NamedTuples, and even subclass and extend them!   Lastly, I'll go over some example code that ties many of these techniques together in a cohesive way. You'll leave this talk feeling confident about using these tools and techniques in your next python project!",2018-03-29 17:10:00,Room 26A/B/C
133,2018,Exploring Deep Learning Framework PyTorch,Stephanie Kim,"Anyone who is interested in deep learning has gotten their hands dirty playing around with Tensorflow, Google's open source deep learning framework. Tensorflow has its benefits like wide scale adoption, deployment on mobile, and support for distributed computing, but it also has a somewhat challenging learning curve, is difficult to debug, and hard to deploy in production. PyTorch is a new deep learning framework that solves a lot of those problems.  PyTorch is only in beta, but users are rapidly adopting this modular deep learning framework. PyTorch supports tensor computation and dynamic computation graphs that allow you to change how the network behaves on the fly unlike static graphs that are used in frameworks such as Tensorflow. PyTorch offers modularity which enhances the ability to debug or see within the network and for many, is more intuitive to learn than Tensorflow.  This talk will objectively look at PyTorch and why it might be the best fit for your deep learning use case and we'll look at use cases that will showcase why you might want consider using Tensorflow instead.",2018-03-29 16:15:00,Grand Ballroom A
134,2018,Fighting Gerrymandering with PyMC3,"Colin Carroll, Karin C. Knudson","At the end of 2017, there were seven states with ongoing redistricting litigation.  We will discuss a statistical model that the United States Supreme Court declared to be appropriate in cases of racial gerrymandering, and show how it can be implemented and used with the library PyMC3.  We will also discuss what the model tells us about racial gerrymandering in North Carolina.",2018-03-29 13:55:00,Grand Ballroom B
135,2018,Fighting the Good Fight: Python 3 in your organization,Jason Fried,"Today, services built on Python 3.6.3 are widely used at Facebook. But as recently as May of 2014 it was actually impossible at all to use Python 3 at Facebook. Come learn how we cut the Gordian Knot of dependencies and social aversion to the point where new services are now being written in Python 3 while older Python 2 projects are actively migrated to Python 3. All accomplished by a small group of individual contributors in their spare time. Learn to fight the good fight and upgrade your organization to Python 3 like we did at Facebook.",2018-03-29 16:30:00,Grand Ballroom B
136,2018,Flourishing FLOSS: Making Your Project Successful,Anna Ossowski,"You maintain an Open Source project with great code? Yet your project isn’t succeeding in the ways you want? Maybe you’re struggling with funding or documentation? Or you just can’t find new contributors and you’re drowning in issues and pull requests? Open Source is made up of many components and we are often better-trained in methods for writing good code, than in methods for succeeding in the other dimensions we want our project to grow.  In this talk we’ll explore the different components of an Open Source project and how they work together. After this talk you’ll be well-equipped with a ideas and strategies for growing, cultivating, and nourishing your Open Source project.   For your project to succeed, all of its non-code components must be well-maintained. What are these different components and what methods can we learn to maintain them?   Build real relationships with your sponsors and determine ways how both sides can benefit from this relationship, don’t just ask people for money.  Establish a good communication system with your contributors: Keep them informed, listen to their feedback and input, make them feel heard.  Thank the people who worked on ticket triage or marketing, not just those who wrote code, in your release notes.  Make it easy for new contributors to get started: Write and maintain good documentation, answer questions in a friendly and timely manner.  Market and evangelize in the right places and at the right time: Give conference talks, organize sprints, keep your project’s Twitter account active, always curate new and interesting content on your blog or website. Implement a Code of Conduct and enforce it if needed: Make your project a safe space to contribute for everyone.    With these methods and a half-dozen others, you’ll handle beautifully all the components your project needs to succeed.",2018-03-29 13:55:00,Grand Ballroom B
137,2018,"Get your resources faster, with importlib.resources",Barry Warsaw,"Resources are files that live within Python packages.  Think test data files, certificates, templates, translation catalogs, and other static files you want to access from Python code.  Sometimes you put these static files in a package directory within your source tree, and then locate them by importing the package and using its __file__ attribute.  But this doesn't work for zip files!  You could use pkg_resources, an API that comes with setuptools and hides the differences between files on the file system and files in a zip file.  This is great because you don't have to use __file__, but it's not so great because pkg_resources is a big library and can have potentially severe performance problems, even at import time.  Welcome to importlib.resources, a new module and API in Python 3.7 that is also available as a standalone library for older versions of Python.  importlib.resources is build on top of Python's existing import system, so it is very efficient.  It also defines an abstract base class which loaders can implement to provide their own resource access.  Python's built-in zipimporter uses this to provide efficient access to resources within a zip file.  Third party import hooks can do the same, so resources can come from anything that is importable by Python.  This talk will step through the motivations behind importlib.resources, the library's usage, its interfaces, and the hooks made available to third party packages.  It will also talk about the minor differences between the standalone version and the version in Python 3.7's standard library.  Hopefully audience members will come away with compelling reasons to port their code to this much more efficient library.",2018-03-29 17:10:00,Grand Ballroom C
